chracter, 1.0 ver,,1.1 ver,,1.2 ver,,1.3 ver,,,1.4 ver,,1.5 ver,,1.6 ver,,2.0 ver,,2.1 ver,,2.2 ver,,2.3 ver,,2.4 ver,,2.5 ver,,2.6 ver,,2.7 ver,,2.8 ver,,3.0 ver,,3.1 ver,,3.2 ver,,
Venti,O,,,,,,,,,O,,,,,,,,,,,,,,,,,,O,,,,,,,O
Xiao,,,,,,,O,,,,,,,,,,,,,,,,,,O,,,,,,O
Kazuha,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,O
Wanderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O
